id,created_at,updated_at,email,encrypted_password,reset_password_token,reset_password_sent_at,remember_created_at,first_name,last_name,status,inactive_reason,phone_number,bio,timezone,title,linkedin_link,profile_picture,skills_array,shortlist
545,2024-12-05 18:43:33.006011,2024-12-05 18:43:33.006011,kelley@example.com,$2a$12$tQ/ShNdJEHvsxdaAtLN2c.4.lY7czFkDIYyC1Fh7HfTSi0gymZiyC,,,,Kelley,Sauer,archived,,(491) 157 4525,"A little more than kin, and less than kind. I will speak daggers to her but use none.",Pacific Standard Time (PST) - UTC-8,Trainee,https://www.linkedin.com/in/kelley-sauer-27086/,"https://api.dicebear.com/9.x/notionists/svg?seed=Buddy&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Python,Organization}",{}
546,2024-12-05 18:43:33.446963,2024-12-05 18:43:33.446963,patrick@example.com,$2a$12$H93DHOeyJDcnJ6zmp/USRePzywLMhh31QytYF2SlPlsfBBX.aIga6,,,,Patrick,Nienow,inactive,,264.766.8783,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry. Doubt thou the stars are fire, doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/patrick-nienow-19562/,"https://api.dicebear.com/9.x/notionists/svg?seed=Lucky&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Writing,Writing}",{}
547,2024-12-05 18:43:33.884238,2024-12-05 18:43:33.884238,terrell@example.com,$2a$12$Pv1MLz.VbncMBJQMz8C8CuYr7Etii.5HFu9TdhM1iGfFaZxCqC5cu,,,,Terrell,Witting,inactive,,175-509-9457,That it should come to this! Do you think I am easier to be played on than a pipe?,Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/terrell-witting-17001/,"https://api.dicebear.com/9.x/notionists/svg?seed=Lucky&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Networking,Python}",{}
548,2024-12-05 18:43:34.317107,2024-12-05 18:43:34.317107,dannie@example.com,$2a$12$Kc0Renp8D1GKe3EA7m1rveyL7VA/ME3eT5.6dU/b0stsgAGPUg4Pq,,,,Dannie,Funk,active,,(588) 213 7713,"There is nothing either good or bad, but thinking makes it so. Doubt thou the stars are fire, doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Pacific Standard Time (PST) - UTC-8,Trainee,https://www.linkedin.com/in/dannie-funk-60575/,"https://api.dicebear.com/9.x/notionists/svg?seed=Coco&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Java,Ruby}",{}
551,2024-12-05 18:43:35.614628,2024-12-05 18:43:35.614628,domingo@example.com,$2a$12$TEy3vuE.4gQ35nE2OCPzzOQmy99rVQH6MhBwIXvPhDBNNqSfqC28u,,,,Domingo,Turcotte,inactive,,423-559-7771,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry. Brevity is the soul of wit.",Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/domingo-turcotte-31976/,"https://api.dicebear.com/9.x/notionists/svg?seed=Coco&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Java,Ruby}",{}
552,2024-12-05 18:43:36.044239,2024-12-05 18:43:36.044239,bryce@example.com,$2a$12$7Pd/QARHjbWqGcsqJuJdk.39BoG2j/iHL9DO7ZksnNRCWV7zWYYnG,,,,Bryce,Von,active,,115.265.4508,"I will speak daggers to her but use none. Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/bryce-von-97960/,"https://api.dicebear.com/9.x/notionists/svg?seed=Jasmine&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Leadership,Communication}",{}
553,2024-12-05 18:43:36.471569,2024-12-05 18:43:36.471569,doyle@example.com,$2a$12$R/R0gWv6oWWclZRuDaVYC.hvp3fto/wHfRLItZ.zwk74v9aVokMfq,,,,Doyle,Wilderman,inactive,,9207238474,"This above all: to thine own self be true, and it must follow, as the night the day, thou canst not then be false to any man. There is nothing either good or bad, but thinking makes it so.",Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/doyle-wilderman-13525/,"https://api.dicebear.com/9.x/notionists/svg?seed=Boo&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Java,Communication}",{}
554,2024-12-05 18:43:36.899372,2024-12-05 18:43:36.899372,whitney@example.com,$2a$12$qQB.Kj4dRh9pmQ7MTOgSiu4M13ObzeiA3DnB6EmFwjRnpAGBLfV3K,,,,Whitney,Hirthe,active,,710.841.6677,"A little more than kin, and less than kind. Brevity is the soul of wit.",Pacific Standard Time (PST) - UTC-8,Trainee,https://www.linkedin.com/in/whitney-hirthe-91042/,"https://api.dicebear.com/9.x/notionists/svg?seed=Loki&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Networking,Leadership}",{}
555,2024-12-05 18:43:37.331036,2024-12-05 18:43:37.331036,denny@example.com,$2a$12$bwXTgXsR78dbTDWRx1rx/euv2cdLAnDsLD/Z4ucK7HqLGNk9S54He,,,,Denny,Daniel,inactive,,790-155-9265,"Do you think I am easier to be played on than a pipe? When sorrows come, they come not single spies but in battalions.",Eastern Standard Time (EST) - UTC-5,Trainee,https://www.linkedin.com/in/denny-daniel-16552/,"https://api.dicebear.com/9.x/notionists/svg?seed=Sammy&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Java,Organization}",{}
556,2024-12-05 18:43:37.758378,2024-12-05 18:43:37.758378,xavier@example.com,$2a$12$MUZ23kDnGCSDF9LH9KUqqOXxjkg.Bp.JkWsh3S4D9hi8MS8aZCExC,,,,Xavier,Hagenes,active,,288 244 4738,"What a piece of work is man! How noble in reason, how infinite in faculty! In form and moving how express and admirable! In action how like an angel, in apprehension how like a god! The beauty of the world. The paragon of animals. Doubt thou the stars are fire, doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Pacific Standard Time (PST) - UTC-8,Trainee,https://www.linkedin.com/in/xavier-hagenes-92211/,"https://api.dicebear.com/9.x/notionists/svg?seed=Lucy&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Networking,Ruby}",{}
557,2024-12-05 18:43:38.184842,2024-12-05 18:43:38.184842,alice@example.com,$2a$12$g7pSaBP5dqRreryoTzo0eOJNd6FlgfdFtwZYzzYqmpXhZ2bUWetPO,,,,Alice,Smith,active,,825.519.0353,"Rich gifts wax poor when givers prove unkind. What a piece of work is man! How noble in reason, how infinite in faculty! In form and moving how express and admirable! In action how like an angel, in apprehension how like a god! The beauty of the world. The paragon of animals.",Mountain Standard Time (MST) - UTC-7,Trainee,https://www.linkedin.com/in/alice-smith-72406/,"https://api.dicebear.com/9.x/notionists/svg?seed=Mittens&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Leadership,Python}",{}
558,2024-12-05 18:43:38.610104,2024-12-05 18:43:38.610104,bob@example.com,$2a$12$vcQeCEyy1zL0PGJO1Qh3IuE1gs0FtuxV7b..ni.spTC3AOBHTyoFi,,,,Bob,James,active,,(971) 371-9567,"Though this be madness, yet there is method in't. Though this be madness, yet there is method in't.",Eastern Standard Time (EST) - UTC-5,Trainee,https://www.linkedin.com/in/bob-james-79965/,"https://api.dicebear.com/9.x/notionists/svg?seed=Mittens&radius=50&backgroundColor=D2042D&bodyIcon=galaxy,
                  saturn,electric&bodyIconProbability=10&gesture=hand,handPhone,ok,okLongArm,point,pointLongArm,waveLongArm&gestureProbability=20&
                  lips=variant01,variant02,variant03,variant04,variant05,variant06,variant07,variant08,variant10,variant11,variant13,
                  variant14,variant15,variant16,variant17,variant18,variant19,variant20,variant21,variant22,variant23,variant24,variant25,
                  variant26,variant27,variant29,variant30","{Java,Writing}",{}
